tab,src_row,matched_id,stump_title,new_title,new_body,tier,codes_raw,codes_resolved,codes_unknown
Product Knowledge — Belts,92,,,"The Ioniq 5, Ioniq 6, EV6, EV9, and Genesis EVs don't use serpentine belts.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,93,,,"Hybrid models (Tucson Hybrid, Sportage Hybrid, Sorento Hybrid, Niro Hybrid) use serpentine belts on the gasoline engine.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,94,,,"The 10-year/100,000-mile powertrain warranty does not cover serpentine belts — a wear item — making consistent inspectio",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,95,,,The Kia Telluride and Hyundai Palisade share the Lambda 3.8L V6 serpentine belt platform — simplifying inventory for sho,skip — operational detail.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,98,,,"Nissan OE belts are typically supplied by Bando, Mitsuboshi, and Nissan-validated manufacturers — specifications matchin",Nissan's brand of belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,99,,,"The VQ35 V6 (used in many Nissan/Infiniti applications), VR30DDTT twin-turbo V6 (Q50, Q60, Z), and the legacy VQ37 all u",Single belt on your engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,100,,,The GT-R uses a serpentine belt for the VR38DETT twin-turbo V6 — specific OE specifications validated for the high-outpu,skip — niche.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,101,,,"Frontier, Titan, Pathfinder, and Armada applications with the legacy VK56 V8 (Titan, Armada legacy) and current 3.8L V6 ",Truck-spec belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,102,,,"Infiniti applications (Q50, Q60, QX50, QX55, QX60, QX80) often have specific belt routing for adaptive suspension and lu",Luxury features mean specific belt requirements.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,103,,,"Nissan recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–105,000 ",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,104,,,The Leaf and Ariya EVs don't use serpentine belts.,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,105,,,"The Z, Z Nismo, and GT-R applications use heavy-duty belts validated for higher RPM operation.",Performance belt for performance car.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,106,,,Nissan's CVT-equipped models depend on consistent engine accessory drive operation — the CVT relies on stable hydraulic ,Your transmission depends on consistent belt operation.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,107,,,The Frontier and older Titan PRO-4X applications often see severe-duty conditions that can shorten belt life from dust a,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,110,,,"Mazda OE belts are typically supplied by Bando, Mitsuboshi, and other Japanese manufacturers — specifications validated ",Mazda's brand of belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,111,,,"Most modern Mazdas (CX-5, CX-50, CX-90, CX-70, CX-30, Mazda3, Mazda6, MX-5) use single serpentine belt accessory drives.",Single belt across your Mazda lineup.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,112,,,The new SkyActiv-G inline-six in the CX-90 and CX-70 uses a serpentine belt with specific routing for the larger engine',New larger engine — specific belt.,zero,SRP-038 CX-90 CX-70,SRP-038,CX-90 CX-70
Product Knowledge — Belts,113,,,Mazda's i-stop (stop-start) system requires consistent belt and tensioner condition for proper restart cycles — a worn b,Stop-start needs a healthy belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,114,,,The MX-5 Miata's 2.0L SkyActiv-G uses a serpentine belt that's relatively accessible due to the small engine bay.,Quick to inspect on your Miata.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,115,,,"Mazda recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,000 m",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,116,,,The MX-30 EV doesn't use a serpentine belt.,(first sentence of the fact),generic,SRP-038 MX-30,SRP-038,MX-30
Product Knowledge — Belts,117,,,The CX-90 PHEV uses a serpentine belt on the gasoline portion of the powertrain.,(first sentence of the fact),generic,SRP-038 CX-90,SRP-038,CX-90
Product Knowledge — Belts,118,,,"The CX-50, CX-70, and CX-90 are positioned for active-lifestyle customers who often see severe-duty conditions warrantin",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,119,,,"Mazda's 'human-centered' engineering means belt-related noise (squeal, chirp) is particularly noticeable to enthusiast c",Mazda is quiet — keep it quiet with the right belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,122,,,Mercedes uses high-spec OE belts validated for the brand's specific engine families and accessory loads — belts typicall,Mercedes-spec belt — Continental brand.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,123,,,"AMG models (M139 turbo-four, M177/178 V8 biturbo, M256 inline-six) use heavy-duty belts validated for supercharger and t",AMG belt — performance-validated.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,124,,,The M256 inline-six and many modern Mercedes engines use a 48V mild-hybrid system with a belt-driven integrated starter-,Your hybrid system runs through the belt — needs the right one.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,125,,,Mercedes service intervals (Service A and Service B) include belt inspection on a defined schedule per the FSS (Flexible,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,126,,,"Diesel applications (legacy OM642, OM651, OM654) use heavy-duty belts validated for the higher accessory loads of diesel",Diesel-spec belt for your engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,127,,,The Mercedes-AMG One hypercar uses a Formula 1-derived powertrain with specialized accessory drive components.,skip.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,128,,,"Mercedes recommends serpentine belt inspection at every Service A or B visit — replacement typically needed every 60,000",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,129,,,"The EQS, EQE, EQB, EQS SUV, and other Mercedes EVs don't use serpentine belts.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,130,,,Mercedes belt tensioners are often hydraulic on V8 and AMG applications — requiring specific service procedures differen,AMG tensioner is different — specific procedure.,zero,IDP-041,IDP-041,
Product Knowledge — Belts,131,,,"S-Class, Maybach, and other premium applications use the most sophisticated accessory drive systems — with belt-driven A",Premium climate features depend on belt operation.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,134,,,"BMW uses OE belts supplied primarily by Continental, Gates, and other European manufacturers — specifications validated ",BMW-spec belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,135,,,"The B58 inline-six (used in many M Performance and base applications) and the S58 (M3, M4, M2) both use serpentine belts",Specific belt for your engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,136,,,Many modern BMW engines (especially B58 and updated versions) use a 48V mild-hybrid system with a belt-driven integrated,Your hybrid system runs through the belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,137,,,The Condition-Based Service (CBS) system flags belt service when needed — belt inspection is recommended at every CBS in,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,138,,,"M Performance and M models (M2, M3, M4, M5, M8, X3 M, X5 M, X6 M) use heavy-duty belts validated for sustained high-RPM ",M-spec belt for M car.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,139,,,"BMW recommends serpentine belt replacement every 60,000–100,000 miles depending on application — the CBS system may flag",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,140,,,"The i4, iX, i5, i7, iX3, and other BMW EVs don't use serpentine belts.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,141,,,"MINI applications (Cooper, Cooper S, JCW, Countryman) use serpentine belts validated for the BMW-derived engines used ac",MINI uses BMW engines — same belt validation.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,142,,,"BMW belt tensioners on N20 (2.0L turbo, 2012–2016) and certain N52 inline-six applications are known wear items — often ",Tensioner is a wear item on your model.,zero,IDP-041,IDP-041,
Product Knowledge — Belts,143,,,The BMW M Hybrid V8 (LMDh racing program) uses a specialized hybrid powertrain validated for endurance racing — differen,skip.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,146,,,VW/Audi use OE belts supplied primarily by Continental (a German company with deep VW Group ties) and other European man,VW-spec belt — Continental brand.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,147,,,The EA888 2.0L turbo (used across many VW and Audi applications) and the EA839 3.0L turbo V6 both use serpentine belts w,VW-specific belt for your engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,148,,,"Audi RS models (RS3, RS5, RS6, RS7) use heavy-duty belts validated for higher RPM operation and turbocharger drive deman",RS-spec belt for performance Audi.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,149,,,Many modern VW and Audi engines use 48V mild-hybrid systems with belt-driven integrated starter-generators — placing hig,Your hybrid system runs through the belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,150,,,"VW/Audi recommend serpentine belt inspection at every maintenance reminder service, with replacement typically needed ev",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,151,,,"The ID.4, ID.Buzz, Audi Q4 e-tron, Q6 e-tron, Q8 e-tron, e-tron GT, and other VW/Audi EVs don't use serpentine belts.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,152,,,"The TDI diesel applications (legacy Jetta, Passat, Golf, Audi Q-series, A-series) use heavy-duty belts validated for the",Diesel-spec belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,153,,,"Many MQB-platform vehicles share belt sizes and accessory drive designs across brands — Golf/A3, Tiguan/Q3, Atlas/Q7.",skip — operational detail.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,154,,,The 'wet belt' timing belt design used in some VW EA288 diesel engines and some recent gasoline engines runs in oil — di,skip — confusing context.,zero,SRP-038 TMB-039,SRP-038 TMB-039,
Product Knowledge — Belts,155,,,Audi's adaptive air suspension and other electrical-load-heavy systems require consistent alternator output — depends on,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,160,,,"EPDM construction with Stress Relief Grooves — Gates Micro-V belts use EPDM rubber compound rated for 100,000+ miles of ",Modern EPDM lasts much longer than old belts.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,161,,,"Industry-leading temperature range — validated for continuous operation –40°F to 257°F, with short-term spikes to 300°F+",Built for hot engine bays.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,162,,,"OE supplier credibility — Gates is the original equipment supplier on Ford EcoBoost, GM LS/LT V8s, Stellantis HEMI, and ",Same belt that came with your truck.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,163,,,Stretch Fit installation tool included — Gates pioneered the stretch-fit serpentine belt design used on modern Ford 1.5L,Comes with the right tool.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,164,,,"Wear gauge included with premium kits — measures rib depth and tells customers when belt is approaching end-of-life, wel",We measure rib depth — visual inspection isn't enough on modern belts.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,167,,,Aramid fiber tensile cord on Poly Rib HT — Dayco's heavy-duty belts use aramid (Kevlar-family) tensile cords instead of ,Heavy-duty belt for your diesel.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,168,,,"Validated for stop-start cycle counts — Dayco's modern belts are validated for 500,000+ stop-start cycles vs legacy belt",Built for stop-start systems.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,169,,,"Widest aftermarket coverage — Dayco maintains one of the broadest belt catalogs in the industry, covering 99%+ of vehicl",Wide coverage including older models.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,170,,,OE supplier to Stellantis HEMI and Pentastar — Dayco is OE belt supplier for many Stellantis applications including 5.7L,Same belt that came with your Ram/Jeep.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,171,,,"Heavy-duty fleet validation — Dayco belts are extensively used in commercial fleet applications (UPS, FedEx, USPS, munic",Used by major delivery fleets.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,174,,,"OE supplier to virtually all German automakers — Continental supplies OE belts to BMW, Mercedes-Benz, Audi, VW, Porsche,",Same belt that came with your German car.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,175,,,Validated for 48V mild-hybrid integrated starter-generator (ISG) systems — Continental's modern belts are specifically e,Built for your hybrid system.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,176,,,"Higher rubber compound density — Continental belts use higher-density EPDM than industry average, providing better resis",Built for European engines.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,177,,,"Optimized for noise reduction — Continental belts use asymmetric groove patterns that interrupt resonant frequencies, re",Built quieter for German cars.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,178,,,"Industry-leading R&D investment — Continental AG invests over $3 billion annually in R&D, with significant portions goin",skip.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,181,,,"OE supplier to most Japanese automakers — Bando supplies OE belts to Toyota, Honda, Nissan, Mazda, Subaru, and Mitsubish",Same belt that came with your Japanese car.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,182,,,"Validated for Toyota's industry-leading service intervals — Toyota's reputation for 200,000+ mile reliability is partly ",Bando makes the belts that go 200K miles.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,183,,,"Tighter manufacturing tolerances — Bando belts manufactured to tighter dimensional tolerances than industry average, wit",Tight tolerances for Japanese precision.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,184,,,Power Ace Cog technology for high-RPM applications — Bando developed cogged belt technology for high-RPM applications (m,skip — niche.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,185,,,CVT belt expertise transfers to serpentine engineering — Bando is one of the world's largest CVT belt manufacturers (ste,skip.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,189,5eb3f9ee-5b1d-4cd5-8d6c-8cb320b4975d,STRATEGY 1: The Accessory Drive Service Bundle — Belt + Tensioner + Idler Pulley Together,STRATEGY 1: The Accessory Drive Service Bundle — Belt + Tensioner + Idler Pulley Together,lead with the bundle name.,generic,SRP-038 IDP-041 WTP-040,SRP-038 IDP-041 WTP-040,
Product Knowledge — Belts,190,da4be41d-6173-43b6-97b0-7790840a00de,STRATEGY 2: The 48V Mild-Hybrid Awareness Sale — Most Owners Don't Know Their Belt Drives Their Hybrid System,STRATEGY 2: The 48V Mild-Hybrid Awareness Sale — Most Owners Don't Know Their Belt Drives Their Hybrid System,Your hybrid system needs a higher-demand belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,191,15bb1251-ca0e-40e3-98dc-222ad3dc6cc8,STRATEGY 3: The Wear Gauge Demonstration — Show the Customer the Rib-Depth Number,STRATEGY 3: The Wear Gauge Demonstration — Show the Customer the Rib-Depth Number,EPDM belts don,generic,SRP-038,SRP-038,
Product Knowledge — Wipers,5,81505ecd-248c-4670-a1e2-02f1e6fd86e6,"How they work — Hydrophobic treatments deposit a thin polymer or silicone coating that causes water to bead up and roll off at speeds as low as 35 mph, often without using the wipers at all.",How they work — Hydrophobic treatments deposit a thin polymer or silicone coating that causes water to bead up and roll ,(first sentence of the fact),generic,WTR-021,WTR-021,
Product Knowledge — Wipers,6,6f561f7f-bd30-4477-a1b1-10cc7a44770b,"Improved visibility in rain — The clearest benefit is dramatically improved wet-weather visibility, especially at highway speeds and at night when oncoming headlights scatter through standing water on","Improved visibility in rain — The clearest benefit is dramatically improved wet-weather visibility, especially at highwa",(first sentence of the fact),generic,WTR-021,WTR-021,
Product Knowledge — Wipers,7,fba2c1d3-fe23-43de-93ed-002b3ff47585,"Reduced wiper dependence and wiper wear — Because water sheets off on its own at speed, wipers run less often, which extends blade life and reduces motor wear.","Reduced wiper dependence and wiper wear — Because water sheets off on its own at speed, wipers run less often, which ext",(first sentence of the fact),generic,WTR-021 WBF-018 WBR-019,WTR-021 WBF-018 WBR-019,
Product Knowledge — Wipers,8,,,"Application requirements — Windshield must be thoroughly clean and free of wax, oils, road film, and bug residue before ",(first sentence of the fact),zero,WTR-021,WTR-021,
Product Knowledge — Wipers,9,86a8454e-b39f-4291-b981-738a65bae4d7,"Reapplication interval — Most consumer treatments (Rain-X Original, Aquapel, Rain-X Pro) last 1-3 months under normal driving. Aquapel typically lasts 4-6 months but requires a more involved single-us","Reapplication interval — Most consumer treatments (Rain-X Original, Aquapel, Rain-X Pro) last 1-3 months under normal dr",(first sentence of the fact),generic,WTR-021,WTR-021,
Product Knowledge — Wipers,10,53a05f39-a82b-4aa6-9bae-fc5213da4411,"Reduces ice and snow adhesion — Treated windshields shed ice and frost more easily than untreated glass, making winter morning scraping faster and less abrasive on the glass.","Reduces ice and snow adhesion — Treated windshields shed ice and frost more easily than untreated glass, making winter m",Easier ice scraping all winter.,zero,WTR-021,WTR-021,
Product Knowledge — Wipers,11,17ec0c2a-c33f-447e-8cb1-6f091a23b3a0,"Helps repel bugs and road grime — The same hydrophobic property that sheds water also reduces the adhesion of bug splatter, tree sap, and road tar — making the windshield easier to clean.",Helps repel bugs and road grime — The same hydrophobic property that sheds water also reduces the adhesion of bug splatt,Bugs come off easier.,zero,WTR-021,WTR-021,
Product Knowledge — Wipers,12,3e0873b3-6704-45a7-9223-aa03ceca8e27,"Possible downside — wiper chatter — Some users report wiper chatter or squeaking on freshly treated glass, especially with older or worn wiper blades. Switching to silicone wiper blades or replacing r","Possible downside — wiper chatter — Some users report wiper chatter or squeaking on freshly treated glass, especially wi",New blades make it perfect.,zero,WTR-021,WTR-021,
Product Knowledge — Wipers,13,8616b73b-19a3-4338-b8ca-73f7dab85348,"Compatibility with rain-sensing wipers and ADAS cameras — Modern vehicles with rain-sensing wipers, lane-keep assist cameras, and other windshield-mounted sensors generally tolerate treatments fine, b","Compatibility with rain-sensing wipers and ADAS cameras — Modern vehicles with rain-sensing wipers, lane-keep assist cam",(first sentence of the fact),generic,WTR-021,WTR-021,
Product Knowledge — Wipers,14,2df29f52-94cf-4638-9f42-d84f28444ce4,"Pro and ceramic-grade options — Beyond Rain-X: Aquapel (single-use professional applicator, 4-6 months), Gtechniq G1 ClearVision Smart Glass (ceramic-grade, up to 12 months), Gyeon Q² View, CarPro Fly","Pro and ceramic-grade options — Beyond Rain-X: Aquapel (single-use professional applicator, 4-6 months), Gtechniq G1 Cle",pitch one product clearly.,zero,WTR-021,WTR-021,
Product Knowledge — Wipers,19,,,"Motorcraft is Ford's OE wiper brand — blades engineered to match the specific arm pressure, sweep pattern, and windshiel",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,20,,,Most modern Ford and Lincoln applications use beam-style (frameless) blades — perform better in snow and ice than tradit,Newer style — works better in winter.,zero,WBF-018,WBF-018,
Product Knowledge — Wipers,21,,,"F-150, Super Duty, and Expedition often use asymmetric wiper lengths (driver-side longer than passenger-side) — using th",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,22,,,Mustang Mach-E and other Ford EVs use the same wiper systems as gas counterparts — EV powertrains don't change wiper req,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,23,,,Ford recommends wiper replacement every 6-12 months — Motorcraft offers both standard rubber and premium silicone-coated,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,27,,,Toyota OE wipers are designed for the long maintenance intervals the brand is known for — often outlasting budget afterm,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,28,,,Many Toyota and Lexus applications use hybrid-style blades (a beam blade with a partial frame cover) — balancing perform,"Premium-style blade — looks clean, performs well.",zero,WBF-018,WBF-018,
Product Knowledge — Wipers,29,,,"Tundra, Tacoma, 4Runner, Sequoia, and Land Cruiser owners who drive in dusty or off-road conditions often see shorter bl",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,30,,,Lexus applications get higher-grade rubber compounds and tighter manufacturing tolerances than equivalent Toyota blades.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,31,,,"Hybrid Toyotas and EVs (Prius, RAV4 Prime, bZ4X) use the same wiper systems as gas counterparts — rear wipers common on ",(first sentence of the fact),generic,WBF-018 WBR-019,WBF-018 WBR-019,
Product Knowledge — Wipers,35,,,Hyundai OE wipers are typically beam-style across the modern lineup — validated for Hyundai's specific windshield curvat,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,36,,,Genesis applications use higher-grade wiper assemblies with premium rubber compounds and quieter operation.,Premium-grade for Genesis.,zero,WBF-018,WBF-018,
Product Knowledge — Wipers,37,,,"The Ioniq 5, Ioniq 6, and Kona Electric all use traditional wiper systems — EVs don't require different wipers.",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,38,,,"Many Hyundai SUVs and hatchbacks (Tucson, Santa Fe, Palisade, Kona) include rear wipers that are commonly overlooked at ",(first sentence of the fact),generic,WBR-019,WBR-019,
Product Knowledge — Wipers,39,,,"Hyundai recommends wiper replacement every 12 months or when streaking occurs, whichever comes first.",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,43,,,"ACDelco offers tiered wiper options: Genuine GM (OE-identical), Professional, and Advantage — letting shops match price ",pick one and move.,zero,WBF-018,WBF-018,
Product Knowledge — Wipers,44,,,"Most modern GM trucks and SUVs (Silverado, Sierra, Tahoe, Yukon, Suburban) use beam-style blades — with longer driver-si",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,45,,,"Corvette (C7, C8) uses smaller, lower-profile blades due to the aerodynamic windshield rake — and the C8 has a single wi",(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,46,,,"Bolt EV, Bolt EUV, and other GM EVs use standard wiper systems with no special EV-specific design.",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,47,,,GM truck and SUV customers who park outside or use their vehicles in snowy climates benefit from winter-specific wiper b,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,51,,,Cadillac wiper assemblies are typically premium-grade with tighter tolerances and quieter operation than equivalent Chev,Premium-grade for Cadillac.,zero,WBF-018,WBF-018,
Product Knowledge — Wipers,52,,,Escalade applications use longer blades and higher arm pressure due to the larger windshield — requiring premium-grade r,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,53,,,Many Cadillacs have rain-sensing wipers — depend on a clean windshield and undamaged sensor area near the rearview mirro,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,54,,,CT5-V Blackwing and CT4-V Blackwing use the same wipers as their non-Blackwing counterparts — performance trims don't ch,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,55,,,Cadillac maintenance reminder systems track wiper-related service prompts — can flag wiper fluid and blade inspection au,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,59,,,Mopar covers the full Stellantis North America lineup — wiper specs vary significantly between Wrangler/Gladiator (off-r,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,60,,,"Jeep Wrangler and Gladiator wipers face severe-duty conditions — dust, mud, branches, folded windshields — making more f",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,61,,,"Ram heavy-duty trucks (2500/3500) use longer, higher-pressure wipers than the 1500s — due to the larger windshield and c",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,62,,,"SRT and Hellcat applications (Charger, Challenger, Durango SRT, Trackhawk) use the same wipers as their non-SRT counterp",(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,63,,,Mopar offers both standard and winter-specific blades — winter blades particularly relevant for Jeep and Ram customers i,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,67,,,"Subaru wipers are validated for the brand's all-weather positioning — rubber compounds spec'd for cold weather, wet weat",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,68,,,"Most modern Subarus (Outback, Forester, Crosstrek, Impreza, Ascent, Legacy, WRX, BRZ) use beam-style blades for better s",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,69,,,"Outback, Forester, Crosstrek, and Ascent all have rear wipers that are commonly overlooked at replacement time — a quick",(first sentence of the fact),generic,WBR-019,WBR-019,
Product Knowledge — Wipers,70,,,The Solterra EV uses the same wiper system as gas Subarus.,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,71,,,Subaru's heated wiper park area (an option on many models) prevents wipers from freezing to the windshield in winter — a,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,75,,,Kia wipers mirror Hyundai's specs in most cases — since the two brands share platforms and supply chains.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,76,,,"Beam-style blades are standard across the modern Kia lineup — Telluride, Carnival, EV6, EV9, Sorento, Sportage, K5, Fort",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,77,,,"The EV6, EV9, and Niro EV use traditional wiper systems with no EV-specific design.",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,78,,,"Telluride, Carnival, Sorento, and Sportage all have rear wipers that are commonly forgotten — a natural upsell.",(first sentence of the fact),generic,WBR-019,WBR-019,
Product Knowledge — Wipers,79,,,"Kia recommends wiper replacement every 12 months or when performance degrades, whichever comes first.",(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,83,,,"Mercedes uses single-arm 'Magic Wand' or 'MonoBlade' wipers on many older E-Class, S-Class, and SLK applications — a sin",(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,84,,,Modern Mercedes applications use dual beam-style blades — often with integrated washer jets in the blade itself (a Merce,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,85,,,AMG models use the same wiper systems as their non-AMG counterparts.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,86,,,Rain-sensing wipers are standard on most modern Mercedes — depend on a clean sensor area on the windshield.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,87,,,Genuine Mercedes-Benz wipers carry star-marked packaging — validated for the specific arm pressure and windshield curvat,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,91,,,BMW wiper systems use beam-style blades on virtually all modern applications — with rain-sensing functionality standard ,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,92,,,The Condition-Based Service (CBS) system flags wiper blade replacement automatically based on detected wear and operatin,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,93,,,M Performance and M models use the same wiper systems as their non-M counterparts.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,94,,,BMW's 'Easy Change' position (accessed via iDrive menu or wiper stalk on most models) lifts the blades to a service posi,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,95,,,Genuine BMW wipers carry roundel-marked packaging — spec'd for the precise arm geometry of each chassis.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,99,,,VW and Audi use beam-style blades across the modern lineup — often with aero-styled covers on Audi models.,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,100,,,"Many MQB-platform vehicles share wiper sizes across brands (Golf/A3, Tiguan/Q3, Atlas/Q7) — simplifying inventory.",(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,101,,,Audi's e-tron and Q-series EVs use the same wiper systems as gas counterparts.,(first sentence of the fact),generic,WBF-018,WBF-018,
Product Knowledge — Wipers,102,,,VW and Audi rain-sensing wipers depend on a clean sensor area — aftermarket window tints or treatments near the sensor c,(first sentence of the fact),zero,WBF-018,WBF-018,
Product Knowledge — Wipers,103,,,Replacement intervals are typically every 12 months — with the maintenance reminder system flagging service automaticall,(first sentence of the fact),generic,WBF-018,WBF-018,
